RUT,Error,RazonSocial,TipoSubtipo,Actividades,RutConfirmado
760323721,,ICONPUNTO SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,"479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 620100 - Actividades de Programacion Informatica 620200 - Actividades de Consultoria de Informatica y de Gestion de Instalaciones Informaticas 631100 - Procesamiento de Datos, Hospedaje y Actividades Conexas 702000 - Actividades de Consultoria de Gestion",76.032.372-1
760326321,,ISUM INGENIERIA LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,702000 - Actividades de Consultoria de Gestion 711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria 732000 - Estudios de Mercado y Encuestas de Opinion Publica,76.032.632-1
760332461,,ACEROS Y RECICLAJES ARELLANO S.A EN LIQUIDACION,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,466200 - Venta Al Por Mayor de Metales y Minerales Metaliferos 466902 - Venta Al Por Mayor de Desechos Metalicos (chatarra) 469000 - Venta Al Por Mayor No Especializada 702000 - Actividades de Consultoria de Gestion,76.033.246-1
760333190,,ORANGE INVESTMENTS LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,643000 - Fondos y Sociedades de Inversion y Entidades Financieras Similares,76.033.319-0
760337765,,ECOVALUE S.A.,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica,76.033.776-5
760340146,,"ENYMA, ENERGIA Y MEDIO AMBIENTE LIMITADA",Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,331209 - Reparacion de Otro Tipo de Maquinaria y Equipos Industriales N.C.P. 433000 - Terminacion y Acabado de Edificios 475201 - Venta Al Por Menor de Articulos de Ferreteria y Materiales de Construccion 702000 - Actividades de Consultoria de Gestion 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,76.034.014-6
76034043,Sin resultados,,,,
760341177,,INVERSIONES SB S.A.,Persona Juridica Comercial 213 - Sociedades Anonimas Cerradas,643000 - Fondos y Sociedades de Inversion y Entidades Financieras Similares 829900 - Otras Actividades de Servicios de Apoyo A Las Empresas N.C.P.,76.034.117-7
760342823,,SERVICIOS VETERINARIOS Y TECNOLOGICOS ORIANA PATRICIA BURGOS GONZALEZ E.I.R.L.,Persona Juridica Comercial 212 - Empr. Individual Resp. Ltda.,016200 - Actividades de Apoyo A La Ganaderia 472101 - Venta Al Por Menor de Alimentos En Comercios Especializados (almacenes Pequeños y Minimarket) 702000 - Actividades de Consultoria de Gestion,76.034.282-3
760343722,,CONTROLBEST LIMITADA,Persona Juridica Comercial 211 - Soc. Responsabilidad Limitada,"016100 - Actividades de Apoyo A La Agricultura 472103 - Venta Al Por Menor En Comercios Especializados de Frutas y Verduras (verdulerias) 477397 - Venta Al Por Menor de Flores, Plantas, Arboles, Semillas y Abonos En Comercios Especializados 702000 - Actividades de Consultoria de Gestion 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria",76.034.372-2
760351067,,PROCYCLA SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,"352020 - Fabricacion de Gas, Distribucion de Combustibles Gaseosos Por Tuberia, Excepto Regasificacion de Gnl 383009 - Recuperacion y Reciclamiento de Otros Desperdicios y Desechos N.C.P. 465909 - Venta Al Por Mayor de Otros Tipos de Maquinaria y Equipo N.C.P. 479909 - Otras Actividades de Venta Por Menor No Realizadas En Comercios, Puestos de Venta o Mercados N.C.P. 702000 - Actividades de Consultoria de Gestion 711002 - Empresas de Servicios de Ingenieria y Actividades Conexas de Consultoria Tecnica 721000 - Investigaciones y Desarrollo Experimental En El Campo de Las Ciencias Naturales y La Ingenieria",76.035.106-7
760354090,,CERVECERA GUAYACAN SPA,Persona Juridica Comercial 223 - Sociedad Por Acciones,110300 - Elaboracion de Bebidas Malteadas y de Malta 110401 - Elaboracion de Bebidas No Alcoholicas 463020 - Venta Al Por Mayor de Bebidas Alcoholicas y No Alcoholicas 561000 - Actividades de Restaurantes y de Servicio Movil de Comidas 562100 - Suministro de Comidas Por Encargo (servicios de Banqueteria) 791100 - Actividades de Agencias de Viajes,76.035.409-0
